Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,Sample_size,Variant_cases
1,2021-07-09T13:06:48Z,2020-12-28,P.1,Gamma,VOC,209,0
1,2021-07-09T13:06:48Z,2020-12-28,B.1.617.2,Delta,VOC,209,0
1,2021-07-09T13:06:48Z,2020-12-28,B.1.525,Eta,VOI,209,0
1,2021-07-09T13:06:48Z,2020-12-28,B.1.427/B.1.429,"",VOI,209,0
1,2021-07-09T13:06:48Z,2020-12-28,P.3,"",VOI,209,0
1,2021-07-09T13:06:48Z,2020-12-28,B.1.616,"",VOI,209,0
1,2021-07-09T13:06:48Z,2020-12-28,B.1.617.1,Kappa,VOI,209,0
1,2021-07-09T13:06:48Z,2020-12-28,B.1.620,"",VOI,209,0
1,2021-07-09T13:06:48Z,2020-12-28,B.1.621,"",VOI,209,0
1,2021-07-09T13:06:48Z,2020-12-28,C.37,Lambda,VUM,209,0
1,2021-07-09T13:06:48Z,2020-12-28,B.1.526,Iota,VUM,209,0
1,2021-07-09T13:06:48Z,2021-01-04,B.1.1.7,Alpha,VOC,357,45
1,2021-07-09T13:06:48Z,2021-01-04,B.1.1.7+S:E484K,"",VOC,357,0
1,2021-07-09T13:06:48Z,2021-01-04,B.1.351,Beta,VOC,357,0
1,2021-07-09T13:06:48Z,2021-01-04,P.1,Gamma,VOC,357,0
1,2021-07-09T13:06:48Z,2021-01-04,B.1.617.2,Delta,VOC,357,0
1,2021-07-09T13:06:48Z,2021-01-04,B.1.525,Eta,VOI,357,0
1,2021-07-09T13:06:48Z,2021-01-04,B.1.427/B.1.429,"",VOI,357,0
1,2021-07-09T13:06:48Z,2021-01-04,P.3,"",VOI,357,0
1,2021-07-09T13:06:48Z,2021-01-04,B.1.616,"",VOI,357,0
1,2021-07-09T13:06:48Z,2021-01-04,B.1.617.1,Kappa,VOI,357,0
1,2021-07-09T13:06:48Z,2021-01-04,B.1.620,"",VOI,357,0
1,2021-07-09T13:06:48Z,2021-01-04,B.1.621,"",VOI,357,0
1,2021-07-09T13:06:48Z,2021-01-04,C.37,Lambda,VUM,357,0
1,2021-07-09T13:06:48Z,2021-01-04,B.1.526,Iota,VUM,357,0
1,2021-07-09T13:06:48Z,2021-01-11,B.1.1.7,Alpha,VOC,303,61
1,2021-07-09T13:06:48Z,2021-01-11,B.1.1.7+S:E484K,"",VOC,303,0
1,2021-07-09T13:06:48Z,2021-01-11,B.1.351,Beta,VOC,303,3
1,2021-07-09T13:06:48Z,2021-01-11,P.1,Gamma,VOC,303,0
1,2021-07-09T13:06:48Z,2021-01-11,B.1.617.2,Delta,VOC,303,0
1,2021-07-09T13:06:48Z,2021-01-11,B.1.525,Eta,VOI,303,0
1,2021-07-09T13:06:48Z,2021-01-11,B.1.427/B.1.429,"",VOI,303,0
1,2021-07-09T13:06:48Z,2021-01-11,P.3,"",VOI,303,0
1,2021-07-09T13:06:48Z,2021-01-11,B.1.616,"",VOI,303,0
1,2021-07-09T13:06:48Z,2021-01-11,B.1.617.1,Kappa,VOI,303,0
1,2021-07-09T13:06:48Z,2021-01-11,B.1.620,"",VOI,303,0
1,2021-07-09T13:06:48Z,2021-01-11,B.1.621,"",VOI,303,0
1,2021-07-09T13:06:48Z,2021-01-11,C.37,Lambda,VUM,303,0
1,2021-07-09T13:06:48Z,2021-01-11,B.1.526,Iota,VUM,303,0
1,2021-07-09T13:06:48Z,2021-01-18,B.1.1.7,Alpha,VOC,645,157
1,2021-07-09T13:06:48Z,2021-01-18,B.1.1.7+S:E484K,"",VOC,645,0
1,2021-07-09T13:06:48Z,2021-01-18,B.1.351,Beta,VOC,645,3
1,2021-07-09T13:06:48Z,2021-01-18,P.1,Gamma,VOC,645,0
1,2021-07-09T13:06:48Z,2021-01-18,B.1.617.2,Delta,VOC,645,0
1,2021-07-09T13:06:48Z,2021-01-18,B.1.525,Eta,VOI,645,0
1,2021-07-09T13:06:48Z,2021-01-18,B.1.427/B.1.429,"",VOI,645,0
1,2021-07-09T13:06:48Z,2021-01-18,P.3,"",VOI,645,0
1,2021-07-09T13:06:48Z,2021-01-18,B.1.616,"",VOI,645,0
1,2021-07-09T13:06:48Z,2021-01-18,B.1.617.1,Kappa,VOI,645,0
1,2021-07-09T13:06:48Z,2021-01-18,B.1.620,"",VOI,645,0
1,2021-07-09T13:06:48Z,2021-01-18,B.1.621,"",VOI,645,0
1,2021-07-09T13:06:48Z,2021-01-18,C.37,Lambda,VUM,645,0
1,2021-07-09T13:06:48Z,2021-01-18,B.1.526,Iota,VUM,645,0
1,2021-07-09T13:06:48Z,2021-01-25,B.1.1.7,Alpha,VOC,837,223
1,2021-07-09T13:06:48Z,2021-01-25,B.1.1.7+S:E484K,"",VOC,837,0
1,2021-07-09T13:06:48Z,2021-01-25,B.1.351,Beta,VOC,837,14
1,2021-07-09T13:06:48Z,2021-01-25,P.1,Gamma,VOC,837,1
1,2021-07-09T13:06:48Z,2021-01-25,B.1.617.2,Delta,VOC,837,0
1,2021-07-09T13:06:48Z,2021-01-25,B.1.525,Eta,VOI,837,0
1,2021-07-09T13:06:48Z,2021-01-25,B.1.427/B.1.429,"",VOI,837,0
1,2021-07-09T13:06:48Z,2021-01-25,P.3,"",VOI,837,0
1,2021-07-09T13:06:48Z,2021-01-25,B.1.616,"",VOI,837,0
1,2021-07-09T13:06:48Z,2021-01-25,B.1.617.1,Kappa,VOI,837,0
1,2021-07-09T13:06:48Z,2021-01-25,B.1.620,"",VOI,837,0
1,2021-07-09T13:06:48Z,2021-01-25,B.1.621,"",VOI,837,0
1,2021-07-09T13:06:48Z,2021-01-25,C.37,Lambda,VUM,837,0
1,2021-07-09T13:06:48Z,2021-01-25,B.1.526,Iota,VUM,837,0
1,2021-07-09T13:06:48Z,2021-02-01,B.1.1.7,Alpha,VOC,907,294
1,2021-07-09T13:06:48Z,2021-02-01,B.1.1.7+S:E484K,"",VOC,907,1
1,2021-07-09T13:06:48Z,2021-02-01,B.1.351,Beta,VOC,907,20
1,2021-07-09T13:06:48Z,2021-02-01,P.1,Gamma,VOC,907,0
1,2021-07-09T13:06:48Z,2021-02-01,B.1.617.2,Delta,VOC,907,0
1,2021-07-09T13:06:48Z,2021-02-01,B.1.525,Eta,VOI,907,2
1,2021-07-09T13:06:48Z,2021-02-01,B.1.427/B.1.429,"",VOI,907,0
1,2021-07-09T13:06:48Z,2021-02-01,P.3,"",VOI,907,0
1,2021-07-09T13:06:48Z,2021-02-01,B.1.616,"",VOI,907,0
1,2021-07-09T13:06:48Z,2021-02-01,B.1.617.1,Kappa,VOI,907,0
1,2021-07-09T13:06:48Z,2021-02-01,B.1.620,"",VOI,907,0
1,2021-07-09T13:06:48Z,2021-02-01,B.1.621,"",VOI,907,0
1,2021-07-09T13:06:48Z,2021-02-01,C.37,Lambda,VUM,907,0
1,2021-07-09T13:06:48Z,2021-02-01,B.1.526,Iota,VUM,907,0
1,2021-07-09T13:06:48Z,2021-02-08,B.1.1.7,Alpha,VOC,970,399
1,2021-07-09T13:06:48Z,2021-02-08,B.1.1.7+S:E484K,"",VOC,970,0
1,2021-07-09T13:06:48Z,2021-02-08,B.1.351,Beta,VOC,970,33
1,2021-07-09T13:06:48Z,2021-02-08,P.1,Gamma,VOC,970,0
1,2021-07-09T13:06:48Z,2021-02-08,B.1.617.2,Delta,VOC,970,0
1,2021-07-09T13:06:48Z,2021-02-08,B.1.525,Eta,VOI,970,1
1,2021-07-09T13:06:48Z,2021-02-08,B.1.427/B.1.429,"",VOI,970,0
1,2021-07-09T13:06:48Z,2021-02-08,P.3,"",VOI,970,0
1,2021-07-09T13:06:48Z,2021-02-08,B.1.616,"",VOI,970,0
1,2021-07-09T13:06:48Z,2021-02-08,B.1.617.1,Kappa,VOI,970,0
1,2021-07-09T13:06:48Z,2021-02-08,B.1.620,"",VOI,970,0
1,2021-07-09T13:06:48Z,2021-02-08,B.1.621,"",VOI,970,0
1,2021-07-09T13:06:48Z,2021-02-08,C.37,Lambda,VUM,970,0
1,2021-07-09T13:06:48Z,2021-02-08,B.1.526,Iota,VUM,970,0
1,2021-07-09T13:06:48Z,2021-02-15,B.1.1.7,Alpha,VOC,1042,652
1,2021-07-09T13:06:48Z,2021-02-15,B.1.1.7+S:E484K,"",VOC,1042,1
1,2021-07-09T13:06:48Z,2021-02-15,B.1.351,Beta,VOC,1042,32
1,2021-07-09T13:06:48Z,2021-02-15,P.1,Gamma,VOC,1042,1
1,2021-07-09T13:06:48Z,2021-02-15,B.1.617.2,Delta,VOC,1042,0
1,2021-07-09T13:06:48Z,2021-02-15,B.1.525,Eta,VOI,1042,4
1,2021-07-09T13:06:48Z,2021-02-15,B.1.427/B.1.429,"",VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-15,P.3,"",VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-15,B.1.616,"",VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-15,B.1.617.1,Kappa,VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-15,B.1.620,"",VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-15,B.1.621,"",VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-15,C.37,Lambda,VUM,1042,0
1,2021-07-09T13:06:48Z,2021-02-15,B.1.526,Iota,VUM,1042,0
1,2021-07-09T13:06:48Z,2021-02-22,B.1.1.7,Alpha,VOC,1042,799
1,2021-07-09T13:06:48Z,2021-02-22,B.1.1.7+S:E484K,"",VOC,1042,1
1,2021-07-09T13:06:48Z,2021-02-22,B.1.351,Beta,VOC,1042,19
1,2021-07-09T13:06:48Z,2021-02-22,P.1,Gamma,VOC,1042,3
1,2021-07-09T13:06:48Z,2021-02-22,B.1.617.2,Delta,VOC,1042,0
1,2021-07-09T13:06:48Z,2021-02-22,B.1.525,Eta,VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-22,B.1.427/B.1.429,"",VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-22,P.3,"",VOI,1042,1
1,2021-07-09T13:06:48Z,2021-02-22,B.1.616,"",VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-22,B.1.617.1,Kappa,VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-22,B.1.620,"",VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-22,B.1.621,"",VOI,1042,0
1,2021-07-09T13:06:48Z,2021-02-22,C.37,Lambda,VUM,1042,0
1,2021-07-09T13:06:48Z,2021-02-22,B.1.526,Iota,VUM,1042,0
1,2021-07-09T13:06:48Z,2021-03-01,B.1.1.7,Alpha,VOC,1523,1274
1,2021-07-09T13:06:48Z,2021-03-01,B.1.1.7+S:E484K,"",VOC,1523,2
1,2021-07-09T13:06:48Z,2021-03-01,B.1.351,Beta,VOC,1523,25
1,2021-07-09T13:06:48Z,2021-03-01,P.1,Gamma,VOC,1523,11
1,2021-07-09T13:06:48Z,2021-03-01,B.1.617.2,Delta,VOC,1523,0
1,2021-07-09T13:06:48Z,2021-03-01,B.1.525,Eta,VOI,1523,7
1,2021-07-09T13:06:48Z,2021-03-01,B.1.427/B.1.429,"",VOI,1523,2
1,2021-07-09T13:06:48Z,2021-03-01,P.3,"",VOI,1523,0
1,2021-07-09T13:06:48Z,2021-03-01,B.1.616,"",VOI,1523,0
1,2021-07-09T13:06:48Z,2021-03-01,B.1.617.1,Kappa,VOI,1523,0
1,2021-07-09T13:06:48Z,2021-03-01,B.1.620,"",VOI,1523,0
1,2021-07-09T13:06:48Z,2021-03-01,B.1.621,"",VOI,1523,0
1,2021-07-09T13:06:48Z,2021-03-01,C.37,Lambda,VUM,1523,0
1,2021-07-09T13:06:48Z,2021-03-01,B.1.526,Iota,VUM,1523,0
1,2021-07-09T13:06:48Z,2021-03-08,B.1.1.7,Alpha,VOC,1983,1733
1,2021-07-09T13:06:48Z,2021-03-08,B.1.1.7+S:E484K,"",VOC,1983,1
1,2021-07-09T13:06:48Z,2021-03-08,B.1.351,Beta,VOC,1983,56
1,2021-07-09T13:06:48Z,2021-03-08,P.1,Gamma,VOC,1983,15
1,2021-07-09T13:06:48Z,2021-03-08,B.1.617.2,Delta,VOC,1983,0
1,2021-07-09T13:06:48Z,2021-03-08,B.1.525,Eta,VOI,1983,5
1,2021-07-09T13:06:48Z,2021-03-08,B.1.427/B.1.429,"",VOI,1983,2
1,2021-07-09T13:06:48Z,2021-03-08,P.3,"",VOI,1983,0
1,2021-07-09T13:06:48Z,2021-03-08,B.1.616,"",VOI,1983,0
1,2021-07-09T13:06:48Z,2021-03-08,B.1.617.1,Kappa,VOI,1983,0
1,2021-07-09T13:06:48Z,2021-03-08,B.1.620,"",VOI,1983,0
1,2021-07-09T13:06:48Z,2021-03-08,B.1.621,"",VOI,1983,0
1,2021-07-09T13:06:48Z,2021-03-08,C.37,Lambda,VUM,1983,0
1,2021-07-09T13:06:48Z,2021-03-08,B.1.526,Iota,VUM,1983,0
1,2021-07-09T13:06:48Z,2021-03-15,B.1.1.7,Alpha,VOC,1565,1405
1,2021-07-09T13:06:48Z,2021-03-15,B.1.1.7+S:E484K,"",VOC,1565,0
1,2021-07-09T13:06:48Z,2021-03-15,B.1.351,Beta,VOC,1565,55
1,2021-07-09T13:06:48Z,2021-03-15,P.1,Gamma,VOC,1565,23
1,2021-07-09T13:06:48Z,2021-03-15,B.1.617.2,Delta,VOC,1565,0
1,2021-07-09T13:06:48Z,2021-03-15,B.1.525,Eta,VOI,1565,2
1,2021-07-09T13:06:48Z,2021-03-15,B.1.427/B.1.429,"",VOI,1565,0
1,2021-07-09T13:06:48Z,2021-03-15,P.3,"",VOI,1565,0
1,2021-07-09T13:06:48Z,2021-03-15,B.1.616,"",VOI,1565,0
1,2021-07-09T13:06:48Z,2021-03-15,B.1.617.1,Kappa,VOI,1565,0
1,2021-07-09T13:06:48Z,2021-03-15,B.1.620,"",VOI,1565,0
1,2021-07-09T13:06:48Z,2021-03-15,B.1.621,"",VOI,1565,0
1,2021-07-09T13:06:48Z,2021-03-15,C.37,Lambda,VUM,1565,0
1,2021-07-09T13:06:48Z,2021-03-15,B.1.526,Iota,VUM,1565,0
1,2021-07-09T13:06:48Z,2021-03-22,B.1.1.7,Alpha,VOC,1604,1498
1,2021-07-09T13:06:48Z,2021-03-22,B.1.1.7+S:E484K,"",VOC,1604,0
1,2021-07-09T13:06:48Z,2021-03-22,B.1.351,Beta,VOC,1604,39
1,2021-07-09T13:06:48Z,2021-03-22,P.1,Gamma,VOC,1604,23
1,2021-07-09T13:06:48Z,2021-03-22,B.1.617.2,Delta,VOC,1604,0
1,2021-07-09T13:06:48Z,2021-03-22,B.1.525,Eta,VOI,1604,0
1,2021-07-09T13:06:48Z,2021-03-22,B.1.427/B.1.429,"",VOI,1604,0
1,2021-07-09T13:06:48Z,2021-03-22,P.3,"",VOI,1604,2
1,2021-07-09T13:06:48Z,2021-03-22,B.1.616,"",VOI,1604,0
1,2021-07-09T13:06:48Z,2021-03-22,B.1.617.1,Kappa,VOI,1604,0
1,2021-07-09T13:06:48Z,2021-03-22,B.1.620,"",VOI,1604,0
1,2021-07-09T13:06:48Z,2021-03-22,B.1.621,"",VOI,1604,0
1,2021-07-09T13:06:48Z,2021-03-22,C.37,Lambda,VUM,1604,0
1,2021-07-09T13:06:48Z,2021-03-22,B.1.526,Iota,VUM,1604,2
1,2021-07-09T13:06:48Z,2021-03-29,B.1.1.7,Alpha,VOC,1721,1632
1,2021-07-09T13:06:48Z,2021-03-29,B.1.1.7+S:E484K,"",VOC,1721,3
1,2021-07-09T13:06:48Z,2021-03-29,B.1.351,Beta,VOC,1721,40
1,2021-07-09T13:06:48Z,2021-03-29,P.1,Gamma,VOC,1721,15
1,2021-07-09T13:06:48Z,2021-03-29,B.1.617.2,Delta,VOC,1721,0
1,2021-07-09T13:06:48Z,2021-03-29,B.1.525,Eta,VOI,1721,1
1,2021-07-09T13:06:48Z,2021-03-29,B.1.427/B.1.429,"",VOI,1721,0
1,2021-07-09T13:06:48Z,2021-03-29,P.3,"",VOI,1721,1
1,2021-07-09T13:06:48Z,2021-03-29,B.1.616,"",VOI,1721,0
1,2021-07-09T13:06:48Z,2021-03-29,B.1.617.1,Kappa,VOI,1721,0
1,2021-07-09T13:06:48Z,2021-03-29,B.1.620,"",VOI,1721,0
1,2021-07-09T13:06:48Z,2021-03-29,B.1.621,"",VOI,1721,0
1,2021-07-09T13:06:48Z,2021-03-29,C.37,Lambda,VUM,1721,0
1,2021-07-09T13:06:48Z,2021-03-29,B.1.526,Iota,VUM,1721,1
1,2021-07-09T13:06:48Z,2021-04-05,B.1.1.7,Alpha,VOC,1531,1460
1,2021-07-09T13:06:48Z,2021-04-05,B.1.1.7+S:E484K,"",VOC,1531,2
1,2021-07-09T13:06:48Z,2021-04-05,B.1.351,Beta,VOC,1531,28
1,2021-07-09T13:06:48Z,2021-04-05,P.1,Gamma,VOC,1531,23
1,2021-07-09T13:06:48Z,2021-04-05,B.1.617.2,Delta,VOC,1531,0
1,2021-07-09T13:06:48Z,2021-04-05,B.1.525,Eta,VOI,1531,2
1,2021-07-09T13:06:48Z,2021-04-05,B.1.427/B.1.429,"",VOI,1531,0
1,2021-07-09T13:06:48Z,2021-04-05,P.3,"",VOI,1531,0
1,2021-07-09T13:06:48Z,2021-04-05,B.1.616,"",VOI,1531,0
1,2021-07-09T13:06:48Z,2021-04-05,B.1.617.1,Kappa,VOI,1531,2
1,2021-07-09T13:06:48Z,2021-04-05,B.1.620,"",VOI,1531,0
1,2021-07-09T13:06:48Z,2021-04-05,B.1.621,"",VOI,1531,1
1,2021-07-09T13:06:48Z,2021-04-05,C.37,Lambda,VUM,1531,0
1,2021-07-09T13:06:48Z,2021-04-05,B.1.526,Iota,VUM,1531,0
1,2021-07-09T13:06:48Z,2021-04-12,B.1.1.7,Alpha,VOC,1657,1602
1,2021-07-09T13:06:48Z,2021-04-12,B.1.1.7+S:E484K,"",VOC,1657,6
1,2021-07-09T13:06:48Z,2021-04-12,B.1.351,Beta,VOC,1657,19
1,2021-07-09T13:06:48Z,2021-04-12,P.1,Gamma,VOC,1657,21
1,2021-07-09T13:06:48Z,2021-04-12,B.1.617.2,Delta,VOC,1657,1
1,2021-07-09T13:06:48Z,2021-04-12,B.1.525,Eta,VOI,1657,1
1,2021-07-09T13:06:48Z,2021-04-12,B.1.427/B.1.429,"",VOI,1657,0
1,2021-07-09T13:06:48Z,2021-04-12,P.3,"",VOI,1657,0
1,2021-07-09T13:06:48Z,2021-04-12,B.1.616,"",VOI,1657,0
1,2021-07-09T13:06:48Z,2021-04-12,B.1.617.1,Kappa,VOI,1657,1
1,2021-07-09T13:06:48Z,2021-04-12,B.1.620,"",VOI,1657,0
1,2021-07-09T13:06:48Z,2021-04-12,B.1.621,"",VOI,1657,1
1,2021-07-09T13:06:48Z,2021-04-12,C.37,Lambda,VUM,1657,0
1,2021-07-09T13:06:48Z,2021-04-12,B.1.526,Iota,VUM,1657,0
1,2021-07-09T13:06:48Z,2021-04-19,B.1.1.7,Alpha,VOC,1557,1498
1,2021-07-09T13:06:48Z,2021-04-19,B.1.1.7+S:E484K,"",VOC,1557,7
1,2021-07-09T13:06:48Z,2021-04-19,B.1.351,Beta,VOC,1557,18
1,2021-07-09T13:06:48Z,2021-04-19,P.1,Gamma,VOC,1557,27
1,2021-07-09T13:06:48Z,2021-04-19,B.1.617.2,Delta,VOC,1557,1
1,2021-07-09T13:06:48Z,2021-04-19,B.1.525,Eta,VOI,1557,4
1,2021-07-09T13:06:48Z,2021-04-19,B.1.427/B.1.429,"",VOI,1557,0
1,2021-07-09T13:06:48Z,2021-04-19,P.3,"",VOI,1557,0
1,2021-07-09T13:06:48Z,2021-04-19,B.1.616,"",VOI,1557,0
1,2021-07-09T13:06:48Z,2021-04-19,B.1.617.1,Kappa,VOI,1557,0
1,2021-07-09T13:06:48Z,2021-04-19,B.1.620,"",VOI,1557,0
1,2021-07-09T13:06:48Z,2021-04-19,B.1.621,"",VOI,1557,2
1,2021-07-09T13:06:48Z,2021-04-19,C.37,Lambda,VUM,1557,0
1,2021-07-09T13:06:48Z,2021-04-19,B.1.526,Iota,VUM,1557,2
1,2021-07-09T13:06:48Z,2021-04-26,B.1.1.7,Alpha,VOC,1742,1692
1,2021-07-09T13:06:48Z,2021-04-26,B.1.1.7+S:E484K,"",VOC,1742,4
1,2021-07-09T13:06:48Z,2021-04-26,B.1.351,Beta,VOC,1742,8
1,2021-07-09T13:06:48Z,2021-04-26,P.1,Gamma,VOC,1742,28
1,2021-07-09T13:06:48Z,2021-04-26,B.1.617.2,Delta,VOC,1742,5
1,2021-07-09T13:06:48Z,2021-04-26,B.1.525,Eta,VOI,1742,1
1,2021-07-09T13:06:48Z,2021-04-26,B.1.427/B.1.429,"",VOI,1742,0
1,2021-07-09T13:06:48Z,2021-04-26,P.3,"",VOI,1742,0
1,2021-07-09T13:06:48Z,2021-04-26,B.1.616,"",VOI,1742,0
1,2021-07-09T13:06:48Z,2021-04-26,B.1.617.1,Kappa,VOI,1742,0
1,2021-07-09T13:06:48Z,2021-04-26,B.1.620,"",VOI,1742,0
1,2021-07-09T13:06:48Z,2021-04-26,B.1.621,"",VOI,1742,1
1,2021-07-09T13:06:48Z,2021-04-26,C.37,Lambda,VUM,1742,0
1,2021-07-09T13:06:48Z,2021-04-26,B.1.526,Iota,VUM,1742,0
1,2021-07-09T13:06:48Z,2021-05-03,B.1.1.7,Alpha,VOC,1681,1627
1,2021-07-09T13:06:48Z,2021-05-03,B.1.1.7+S:E484K,"",VOC,1681,2
1,2021-07-09T13:06:48Z,2021-05-03,B.1.351,Beta,VOC,1681,12
1,2021-07-09T13:06:48Z,2021-05-03,P.1,Gamma,VOC,1681,35
1,2021-07-09T13:06:48Z,2021-05-03,B.1.617.2,Delta,VOC,1681,1
1,2021-07-09T13:06:48Z,2021-05-03,B.1.525,Eta,VOI,1681,0
1,2021-07-09T13:06:48Z,2021-05-03,B.1.427/B.1.429,"",VOI,1681,0
1,2021-07-09T13:06:48Z,2021-05-03,P.3,"",VOI,1681,0
1,2021-07-09T13:06:48Z,2021-05-03,B.1.616,"",VOI,1681,0
1,2021-07-09T13:06:48Z,2021-05-03,B.1.617.1,Kappa,VOI,1681,0
1,2021-07-09T13:06:48Z,2021-05-03,B.1.620,"",VOI,1681,1
1,2021-07-09T13:06:48Z,2021-05-03,B.1.621,"",VOI,1681,3
1,2021-07-09T13:06:48Z,2021-05-03,C.37,Lambda,VUM,1681,0
1,2021-07-09T13:06:48Z,2021-05-03,B.1.526,Iota,VUM,1681,0
1,2021-07-09T13:06:48Z,2021-05-10,B.1.1.7,Alpha,VOC,1644,1586
